Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Alachua	36.0	0.0	0.0	0.0	0.00013336	0.0	180.0	72.0	45.0	0.0006668	0.00026672	0.0001667
Osceola	25.0	0.0	0.0	0.0	6.794e-05	0.0	125.0	50.0	31.25	0.0003397	0.00013588	8.4925e-05
Okaloosa	14.0	0.0	0.0	0.0	6.755e-05	0.0	70.0	28.0	17.5	0.00033775	0.0001351	8.44375e-05
Jackson	1.0	0.0	0.0	0.0	2.07e-05	0.0	5.0	2.0	1.25	0.0001035	4.14e-05	2.5875e-05
Seminole	22.0	0.0	0.0	0.0	4.703e-05	0.0	110.0	44.0	27.5	0.00023515	9.406e-05	5.87875e-05
Gulf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lake	9.0	0.0	0.0	0.0	2.525e-05	0.0	45.0	18.0	11.25	0.00012625	5.05e-05	3.15625e-05
Volusia	16.0	0.0	0.0	0.0	2.922e-05	0.0	80.0	32.0	20.0	0.0001461	5.844e-05	3.6525e-05
Duval	50.0	1.0	0.0	0.0	5.262e-05	1.05e-06	333.333333333	153.846153846	100.0	0.00035	0.000161538461538	0.000105
Sumter	8.0	0.0	0.0	0.0	6.213e-05	0.0	40.0	16.0	10.0	0.00031065	0.00012426	7.76625e-05
Calhoun	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Liberty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hillsborough	75.0	0.0	0.0	0.0	5.22e-05	0.0	375.0	150.0	93.75	0.000261	0.0001044	6.525e-05
Orange	48.0	2.0	0.0	0.0	3.477e-05	1.45e-06	666.666666667	307.692307692	200.0	0.000483333333333	0.000223076923077	0.000145
Brevard	7.0	0.0	0.0	0.0	1.173e-05	0.0	35.0	14.0	8.75	5.865e-05	2.346e-05	1.46625e-05
Miami-Dade	278.0	0.0	0.0	0.0	0.00010067	0.0	1390.0	556.0	347.5	0.00050335	0.00020134	0.0001258375
Santa Rosa	4.0	1.0	0.0	0.0	2.23e-05	5.58e-06	333.333333333	153.846153846	100.0	0.00186	0.000858461538462	0.000558
Flagler	3.0	0.0	0.0	0.0	2.677e-05	0.0	15.0	6.0	3.75	0.00013385	5.354e-05	3.34625e-05
Desoto	1.0	0.0	0.0	0.0	2.667e-05	0.0	5.0	2.0	1.25	0.00013335	5.334e-05	3.33375e-05
Pasco	14.0	1.0	0.0	0.0	2.594e-05	1.85e-06	333.333333333	153.846153846	100.0	0.000616666666667	0.000284615384615	0.000185
Indian River	10.0	0.0	0.0	0.0	6.353e-05	0.0	50.0	20.0	12.5	0.00031765	0.00012706	7.94125e-05
Levy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Columbia	2.0	0.0	0.0	0.0	2.837e-05	0.0	10.0	4.0	2.5	0.00014185	5.674e-05	3.54625e-05
Lee	30.0	2.0	0.0	0.0	3.976e-05	2.65e-06	666.666666667	307.692307692	200.0	0.000883333333333	0.000407692307692	0.000265
Walton	9.0	0.0	0.0	0.0	0.00012609	0.0	45.0	18.0	11.25	0.00063045	0.00025218	0.0001576125
Citrus	9.0	0.0	0.0	0.0	6.084e-05	0.0	45.0	18.0	11.25	0.0003042	0.00012168	7.605e-05
Martin	4.0	0.0	0.0	0.0	2.486e-05	0.0	20.0	8.0	5.0	0.0001243	4.972e-05	3.1075e-05
Okeechobee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Manatee	15.0	1.0	0.0	0.0	3.799e-05	2.53e-06	333.333333333	153.846153846	100.0	0.000843333333333	0.000389230769231	0.000253
Union	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hernando	5.0	0.0	0.0	0.0	2.62e-05	0.0	25.0	10.0	6.25	0.000131	5.24e-05	3.275e-05
Hamilton	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nassau	1.0	0.0	0.0	0.0	1.165e-05	0.0	5.0	2.0	1.25	5.825e-05	2.33e-05	1.45625e-05
Broward	263.0	3.0	0.0	0.0	0.00013478	1.54e-06	1000.0	461.538461538	300.0	0.000513333333333	0.000236923076923	0.000154
Putnam	2.0	0.0	0.0	0.0	2.697e-05	0.0	10.0	4.0	2.5	0.00013485	5.394e-05	3.37125e-05
Saint Lucie	5.0	0.0	0.0	0.0	1.557e-05	0.0	25.0	10.0	6.25	7.785e-05	3.114e-05	1.94625e-05
Suwannee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bradford	1.0	0.0	0.0	0.0	3.606e-05	0.0	5.0	2.0	1.25	0.0001803	7.212e-05	4.5075e-05
