Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Bethel	1.0	0.0	0.0	0.0	5.49e-05	0.0	5.0	2.0	1.25	0.0002745	0.0001098	6.8625e-05
Anchorage	121.0	4.0	0.0	0.0	0.00041504	1.372e-05	1333.33333333	615.384615385	400.0	0.00457333333333	0.00211076923077	0.001372
Matanuska-Susitna	10.0	0.0	0.0	0.0	9.293e-05	0.0	50.0	20.0	12.5	0.00046465	0.00018586	0.0001161625
Prince of Wales-Hyder	1.0	0.0	0.0	0.0	0.00015571	0.0	5.0	2.0	1.25	0.00077855	0.00031142	0.0001946375
Yukon-Koyukuk	1.0	0.0	0.0	0.0	0.00018772	0.0	5.0	2.0	1.25	0.0009386	0.00037544	0.00023465
Southeast Fairbanks	1.0	0.0	0.0	0.0	0.00014455	0.0	5.0	2.0	1.25	0.00072275	0.0002891	0.0001806875
Kenai Peninsula	15.0	0.0	0.0	0.0	0.00025627	0.0	75.0	30.0	18.75	0.00128135	0.00051254	0.0003203375
Unassigned	0.0	3.0	0.0	0.0	N/A	N/A	1000.0	461.538461538	300.0	N/A	N/A	N/A
Petersburg	2.0	0.0	0.0	0.0	0.00062093	0.0	10.0	4.0	2.5	0.00310465	0.00124186	0.0007761625
Ketchikan Gateway	14.0	0.0	0.0	0.0	0.00100589	0.0	70.0	28.0	17.5	0.00502945	0.00201178	0.0012573625
Juneau	15.0	0.0	0.0	0.0	0.0004671	0.0	75.0	30.0	18.75	0.0023355	0.0009342	0.000583875
Fairbanks North Star	76.0	1.0	0.0	0.0	0.0007679	1.01e-05	333.333333333	153.846153846	100.0	0.00336666666667	0.00155384615385	0.00101
