Name	Confirmed	Deaths	Recovered	Active
Anhui	990	6	984	N/A
Tianjin	136	3	133	N/A
Shanghai	358	3	325	N/A
Xizang	1	0	1	N/A
Nei Mongol	75	1	73	N/A
Gansu	133	2	91	N/A
Hebei	318	6	310	N/A
Hainan	168	6	161	N/A
Yunnan	176	2	172	N/A
Xinjiang Uygur	76	3	73	N/A
Hubei	67799	3111	56003	N/A
Zhejiang	1232	1	1216	N/A
Heilongjiang	482	13	456	N/A
Jiangxi	935	1	934	N/A
Hong Kong	162	4	88	N/A
Chongqing	576	6	570	N/A
Shaanxi	246	3	236	N/A
Jiangsu	631	0	631	N/A
Henan	1273	22	1250	N/A
Guizhou	147	2	144	N/A
Fujian	296	1	295	N/A
Beijing	456	8	369	N/A
Shandong	761	7	746	N/A
Hunan	1018	4	1014	N/A
Guangxi	253	2	248	N/A
Qinghai	18	0	18	N/A
Macau	12	0	10	N/A
Ningxia Hui	75	0	75	N/A
Sichuan	540	3	520	N/A
Liaoning	125	1	120	N/A
Guangdong	1364	8	1307	N/A
Jilin	93	1	92	N/A
Shanxi	133	0	133	N/A
