Name	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Canada	13.766	3.7e-07	29667470.141	0.80055008	0.083	0.0	178004.821	0.0048033
East Timor	471.008	0.00037147	1013771.099	0.79952168	2.826	2.23e-06	6082.627	0.00479713
Sao Tome and Principe	172.457	0.00081723	168015.953	0.79617848	1.035	4.9e-06	1008.096	0.00477707
Guernsey	14.945	0.00022288	53644.398	0.80004173	0.09	1.34e-06	321.866	0.00480025
Vatican	0.119	0.00014859	640.952	0.80019032	0.001	8.9e-07	3.846	0.00480114
Lithuania	113.984	4.086e-05	2232768.659	0.80040948	0.684	2.5e-07	13396.612	0.00480246
Cambodia	6.036	3.7e-07	13008777.091	0.80055008	0.036	0.0	78052.663	0.0048033
Saint Kitts and Nevis	27.272	0.00052005	41884.86	0.79870445	0.164	3.12e-06	251.309	0.00479223
Ethiopia	24343.926	0.00022288	87384205.023	0.80004173	146.064	1.34e-06	524305.23	0.00480025
Aruba	23.591	0.00022288	84680.417	0.80004173	0.142	1.34e-06	508.083	0.00480025
Sri Lanka	8.05	3.7e-07	17347920.237	0.80055008	0.048	0.0	104087.521	0.0048033
Swaziland	253.234	0.00022288	909000.212	0.80004173	1.519	1.34e-06	5454.001	0.00480025
Argentina	2148.665	4.829e-05	35612003.119	0.80036862	12.892	2.9e-07	213672.019	0.00480221
Bolivia	1686.923	0.00014859	9084674.277	0.80019032	10.122	8.9e-07	54508.046	0.00480114
Cameroon	1405.046	5.572e-05	20181067.077	0.80032033	8.43	3.3e-07	121086.402	0.00480192
Burkina Faso	2934.809	0.00014859	15804987.02	0.80019032	17.609	8.9e-07	94829.922	0.00480114
Bahrain	52.469	3.343e-05	1256246.324	0.80044291	0.315	2e-07	7537.478	0.00480266
Saudi Arabia	1627.39	4.829e-05	26972380.041	0.80036862	9.764	2.9e-07	161834.28	0.00480221
Slovenia	115.194	5.572e-05	1654559.838	0.80032033	0.691	3.3e-07	9927.359	0.00480192
Guatemala	3844.184	0.00022288	13798965.332	0.80004173	23.065	1.34e-06	82793.792	0.00480025
Bosnia and Herzegovina	185.209	5.572e-05	2660207.949	0.80032033	1.111	3.3e-07	15961.248	0.00480192
Guinea	2766.898	0.00022288	9931972.436	0.80004173	16.601	1.34e-06	59591.835	0.00480025
Jordan	480.782	4.829e-05	7968478.775	0.80036862	2.885	2.9e-07	47810.873	0.00480221
Spain	86.781	1.86e-06	37404640.26	0.80054878	0.521	1e-08	224427.842	0.00480329
Liberia	1432.069	0.00029717	3854308.639	0.79981885	8.592	1.78e-06	23125.852	0.00479891
West Bank And Gaza	5571.99	0.0011144	3967333.903	0.79346678	33.432	6.69e-06	23804.003	0.0047608
Jamaica	436.08	0.00014859	2348442.548	0.80019032	2.616	8.9e-07	14090.655	0.00480114
Oman	161.459	3.343e-05	3865725.437	0.80044291	0.969	2e-07	23194.353	0.00480266
Monaco	1.581	4.086e-05	30961.44	0.80040948	0.009	2.5e-07	185.769	0.00480246
New Zealand	199.628	4.086e-05	3910400.516	0.80040948	1.198	2.5e-07	23462.403	0.00480246
Yemen	25407.104	0.00089152	22666751.524	0.79536126	152.443	5.35e-06	136000.509	0.00477217
Jersey	21.75	0.00022288	78073.672	0.80004173	0.131	1.34e-06	468.442	0.00480025
Pakistan	7094.76	3.343e-05	169866016.626	0.80044291	42.569	2e-07	1019196.1	0.00480266
Albania	212.952	7.429e-05	2293859.268	0.80026461	1.278	4.5e-07	13763.156	0.00480159
United Arab Emirates	8.944	9.3e-07	7710061.422	0.80054971	0.054	1e-08	46260.369	0.0048033
Uruguay	768.778	0.00022288	2759583.136	0.80004173	4.613	1.34e-06	16557.499	0.00480025
India	1256.128	9.3e-07	1082837407.881	0.80054971	7.537	1e-08	6497024.447	0.0048033
Azerbaijan	480.121	4.829e-05	7957532.133	0.80036862	2.881	2.9e-07	47745.193	0.00480221
Saint Vincent and the Grenadines	24.564	0.00022288	88172.599	0.80004173	0.147	1.34e-06	529.036	0.00480025
Republic of Serbia	389.041	5.572e-05	5587903.76	0.80032033	2.334	3.3e-07	33527.423	0.00480192
Kenya	11454.454	0.00022288	41116552.575	0.80004173	68.727	1.34e-06	246699.315	0.00480025
Belarus	387.585	4.086e-05	7592192.878	0.80040948	2.326	2.5e-07	45553.157	0.00480246
Turkey	12231.592	0.00014859	65871445.905	0.80019032	73.39	8.9e-07	395228.675	0.00480114
Afghanistan	1242.745	3.343e-05	29754372.903	0.80044291	7.456	2e-07	178526.237	0.00480266
Czech Republic	513.121	4.829e-05	8504472.833	0.80036862	3.079	2.9e-07	51026.837	0.00480221
Mauritania	981.41	0.00022288	3522838.946	0.80004173	5.888	1.34e-06	21137.034	0.00480025
