Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Canada	1789.594	4.829e-05	29660745.398	0.80036862	10.738	2.9e-07	177964.472	0.00480221
East Timor	1836.933	0.00144872	1001430.677	0.78978927	11.022	8.69e-06	6008.584	0.00473874
Sao Tome and Principe	446.821	0.00211736	164480.576	0.77942537	2.681	1.27e-05	986.883	0.00467655
Guernsey	82.195	0.00122584	53128.812	0.79235238	0.493	7.36e-06	318.773	0.00475411
United States of America	13368.474	4.086e-05	261867915.806	0.80040948	80.211	2.5e-07	1571207.495	0.00480246
Vatican	0.893	0.0011144	635.567	0.79346678	0.005	6.69e-06	3.813	0.0047608
Lithuania	2072.433	0.00074293	2223038.584	0.79692141	12.435	4.46e-06	13338.232	0.00478153
Cambodia	784.712	4.829e-05	13005828.384	0.80036862	4.708	2.9e-07	78034.97	0.00480221
Saint Kitts and Nevis	87.66	0.0016716	41259.551	0.78678039	0.526	1.003e-05	247.557	0.00472068
Ethiopia	133891.594	0.00122584	86544339.57	0.79235238	803.35	7.36e-06	519266.037	0.00475411
Aruba	129.749	0.00122584	83866.538	0.79235238	0.778	7.36e-06	503.199	0.00475411
Sri Lanka	1046.457	4.829e-05	17343987.974	0.80036862	6.279	2.9e-07	104063.928	0.00480221
Swaziland	1392.786	0.00122584	900263.646	0.79235238	8.357	7.36e-06	5401.582	0.00475411
Argentina	36362.029	0.00081723	35425565.082	0.79617848	218.172	4.9e-06	212553.39	0.00477707
Bolivia	12651.919	0.0011144	9008341.033	0.79346678	75.912	6.69e-06	54050.046	0.0047608
Cameroon	22480.739	0.00089152	20056017.965	0.79536126	134.884	5.35e-06	120336.108	0.00477217
Burkina Faso	22011.071	0.0011144	15672186.89	0.79346678	132.066	6.69e-06	94033.121	0.0047608
Bahrain	1049.388	0.00066864	1251768.936	0.79759005	6.296	4.01e-06	7510.614	0.00478554
Saudi Arabia	27540.446	0.00081723	26831172.663	0.79617848	165.243	4.9e-06	160987.036	0.00477707
Japan	5170.138	4.086e-05	101275091.169	0.80040948	31.021	2.5e-07	607650.547	0.00480246
Slovenia	1843.1	0.00089152	1644307.593	0.79536126	11.059	5.35e-06	9865.846	0.00477217
Guatemala	21143.014	0.00122584	13666340.972	0.79235238	126.858	7.36e-06	81998.046	0.00475411
Bosnia and Herzegovina	2963.344	0.00089152	2643724.349	0.79536126	17.78	5.35e-06	15862.346	0.00477217
Guinea	15217.94	0.00122584	9836514.447	0.79235238	91.308	7.36e-06	59019.087	0.00475411
Jordan	8136.303	0.00081723	7926761.73	0.79617848	48.818	4.9e-06	47560.57	0.00477707
Spain	3471.257	7.429e-05	37391362.702	0.80026461	20.828	4.5e-07	224348.176	0.00480159
Liberia	6444.31	0.00133728	3812420.624	0.79112654	38.666	8.02e-06	22874.524	0.00474676
West Bank And Gaza	13001.31	0.00260026	3863323.423	0.77266468	78.008	1.56e-05	23179.941	0.00463599
Jamaica	3270.597	0.0011144	2328709.949	0.79346678	19.624	6.69e-06	13972.26	0.0047608
Oman	3229.18	0.00066864	3851947.603	0.79759005	19.375	4.01e-06	23111.686	0.00478554
Monaco	28.738	0.00074293	30826.514	0.79692141	0.172	4.46e-06	184.959	0.00478153
New Zealand	3629.594	0.00074293	3893359.571	0.79692141	21.778	4.46e-06	23360.157	0.00478153
Yemen	63517.76	0.0022288	22152257.668	0.77730801	381.107	1.337e-05	132913.546	0.00466385
Jersey	119.626	0.00122584	77323.292	0.79235238	0.718	7.36e-06	463.94	0.00475411
Pakistan	141895.204	0.00066864	169260597.09	0.79759005	851.371	4.01e-06	1015563.583	0.00478554
Albania	2874.855	0.00100296	2277248.992	0.79446974	17.249	6.02e-06	13663.494	0.00476682
