Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Canada	943	12	9	N/A	2.545e-5	3.2e-7	4000	1846.15384615	1200	1.06666666667e-4	4.92307692308e-5	3.2e-5	143	3	0	200
Jamaica	16	1	2	N/A	5.45e-6	3.4e-7	333.333333333	153.846153846	100	1.13333333333e-4	5.23076923077e-5	3.4e-5	1	0	-50	-100
Honduras	24	0	0	N/A	2.5e-6	0	120	48	30	1.25e-5	5e-6	3.125e-6	12	0	300	100
Saint Lucia	2	0	0	N/A	1.1e-5	0	10	4	2.5	5.5e-5	2.2e-5	1.375e-5	0	0	100	100
Mexico	164	1	4	N/A	1.3e-6	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	46	0	84	-100
El Salvador	1	0	0	N/A	1.6e-7	0	5	2	1.25	8e-7	3.2e-7	2e-7	0	0	100	100
The Bahamas	3	0	0	N/A	7.78e-6	0	15	6	3.75	3.89e-5	1.556e-5	9.725e-6	0	0	-100	100
Panama	137	1	0	N/A	3.28e-5	2.4e-7	333.333333333	153.846153846	100	8e-5	3.69230769231e-5	2.4e-5	28	0	21.7	100
Cuba	16	1	0	N/A	1.41e-6	9e-8	333.333333333	153.846153846	100	3e-5	1.38461538462e-5	9e-6	5	0	25	100
United States of America	19100	244	0	N/A	5.838e-5	7.5e-7	81333.3333333	37538.4615385	24400	2.5e-4	1.15384615385e-4	7.5e-5	5420	44	-8	-46.3
Costa Rica	89	1	0	N/A	1.78e-5	2e-7	333.333333333	153.846153846	100	6.66666666667e-5	3.07692307692e-5	2e-5	20	0	5.3	-100
Trinidad and Tobago	9	0	0	N/A	6.48e-6	0	45	18	11.25	3.24e-5	1.296e-5	8.1e-6	0	0	-100	100
Guatemala	12	1	0	N/A	7e-7	6e-8	333.333333333	153.846153846	100	2e-5	9.23076923077e-6	6e-6	3	0	0	100
Antigua and Barbuda	1	0	0	N/A	1.039e-5	0	5	2	1.25	5.195e-5	2.078e-5	1.29875e-5	0	0	100	100
Paraguay	13	0	0	N/A	1.87e-6	0	65	26	16.25	9.35e-6	3.74e-6	2.3375e-6	2	0	100	100
Saint Vincent and the Grenadines	1	0	0	N/A	9.07e-6	0	5	2	1.25	4.535e-5	1.814e-5	1.13375e-5	0	0	100	100
Dominican Republic	72	2	0	N/A	6.78e-6	1.9e-7	666.666666667	307.692307692	200	6.33333333333e-5	2.92307692308e-5	1.9e-5	38	0	192.3	-100
Nicaragua	1	0	0	N/A	1.5e-7	0	5	2	1.25	7.5e-7	3e-7	1.875e-7	0	0	100	100
Haiti	2	0	0	N/A	1.8e-7	0	10	4	2.5	9e-7	3.6e-7	2.25e-7	NA	NA	100	100
