Name	Confirmed	Deaths	Recovered	Active
San Juan	0	0	0	0
San Miguel	1	0	0	0
Otero	0	0	0	0
Jackson	0	0	0	0
Chaffee	3	0	0	0
Elbert	3	0	0	0
Park	1	0	0	0
Alamosa	0	0	0	0
Dolores	0	0	0	0
Denver	214	3	0	0
Moffat	0	0	0	0
Hinsdale	1	0	0	0
Jefferson	93	2	0	0
Cheyenne	0	0	0	0
Grand	2	0	0	0
Rio Grande	0	0	0	0
Mineral	0	0	0	0
Boulder	49	0	0	0
Eagle	120	1	0	0
La Plata	1	0	0	0
Custer	0	0	0	0
Clear Creek	3	0	0	0
Montrose	3	0	0	0
Fremont	1	0	0	0
Logan	2	0	0	0
Archuleta	0	0	0	0
El Paso	122	5	0	0
Costilla	0	0	0	0
Delta	1	0	0	0
Conejos	0	0	0	0
Arapahoe	69	0	0	0
Mesa	5	0	0	0
Yuma	1	0	0	0
Saguache	0	0	0	0
Teller	3	0	0	0
Broomfield	5	0	0	0
Pueblo	3	0	0	0
Lincoln	0	0	0	0
Weld	87	4	0	0
Adams	27	0	0	0
Montezuma	0	0	0	0
Lake	0	0	0	0
Washington	0	0	0	0
Crowley	1	1	0	0
Summit	10	0	0	0
Phillips	0	0	0	0
Douglas	53	0	0	0
Morgan	3	0	0	0
Gunnison	40	0	0	0
Sedgwick	0	0	0	0
Routt	4	0	0	0
Prowers	0	0	0	0
Huerfano	1	0	0	0
Rio Blanco	0	0	0	0
Bent	0	0	0	0
Baca	0	0	0	0
Pitkin	18	0	0	0
Gilpin	0	0	0	0
Ouray	0	0	0	0
Kiowa	0	0	0	0
Kit Carson	0	0	0	0
Garfield	10	0	0	0
Unassigned	18	0	0	0
Larimer	43	0	0	0
Las Animas	0	0	0	0
