Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Brazil	1924	34	2	1888	9.19e-6	1.6e-7	11333.3333333	5230.76923077	3400	5.33333333333e-5	2.46153846154e-5	1.6e-5
Suriname	5	0	0	5	8.68e-6	0	25	10	6.25	4.34e-5	1.736e-5	1.085e-5
Peru	395	5	1	389	1.235e-5	1.6e-7	1666.66666667	769.230769231	500	5.33333333333e-5	2.46153846154e-5	1.6e-5
Argentina	266	4	27	235	5.98e-6	9e-8	1333.33333333	615.384615385	400	3e-5	1.38461538462e-5	9e-6
Bolivia	27	0	0	27	2.38e-6	0	135	54	33.75	1.19e-5	4.76e-6	2.975e-6
Venezuela	77	0	15	62	2.67e-6	0	385	154	96.25	1.335e-5	5.34e-6	3.3375e-6
Ecuador	981	18	3	960	5.742e-5	1.05e-6	6000	2769.23076923	1800	3.5e-4	1.61538461538e-4	1.05e-4
Chile	746	2	11	733	3.983e-5	1.1e-7	666.666666667	307.692307692	200	3.66666666667e-5	1.69230769231e-5	1.1e-5
Guyana	20	1	0	19	2.567e-5	1.28e-6	333.333333333	153.846153846	100	4.26666666667e-4	1.96923076923e-4	1.28e-4
Uruguay	158	0	0	158	4.581e-5	0	790	316	197.5	2.2905e-4	9.162e-5	5.72625e-5
Colombia	277	3	3	271	5.58e-6	6e-8	1000	461.538461538	300	2e-5	9.23076923077e-6	6e-6
Paraguay	22	1	0	21	3.16e-6	1.4e-7	333.333333333	153.846153846	100	4.66666666667e-5	2.15384615385e-5	1.4e-5
