Name	Confirmed	Deaths	Recovered	Active
Daviess	0	0	0	0
Shelby	0	0	0	0
Barry	0	0	0	0
Mississippi	0	0	0	0
Montgomery	0	0	0	0
Dunklin	1	0	0	0
Wayne	0	0	0	0
St. Francois	0	0	0	0
Worth	0	0	0	0
Texas	0	0	0	0
Laclede	0	0	0	0
Hickory	0	0	0	0
Adair	1	0	0	0
Henry	1	0	0	0
Webster	0	0	0	0
New Madrid	0	0	0	0
Sullivan	0	0	0	0
Buchanan	0	0	0	0
Newton	0	0	0	0
Washington	0	0	0	0
Moniteau	0	0	0	0
Sainte Genevieve	0	0	0	0
Camden	0	0	0	0
Jasper	1	0	0	0
Polk	0	0	0	0
Gasconade	0	0	0	0
Ray	0	0	0	0
Perry	0	0	0	0
Jackson	8	1	0	0
Howard	0	0	0	0
Caldwell	0	0	0	0
Carroll	0	0	0	0
Wright	0	0	0	0
Jefferson	0	0	0	0
Taney	0	0	0	0
Butler	0	0	0	0
Putnam	0	0	0	0
Saint Clair	0	0	0	0
Holt	0	0	0	0
Oregon	0	0	0	0
Stoddard	0	0	0	0
Linn	0	0	0	0
Callaway	0	0	0	0
Pettis	0	0	0	0
Marion	0	0	0	0
Stone	0	0	0	0
Johnson	1	0	0	0
St. Louis City	10	0	0	0
Barton	0	0	0	0
Maries	0	0	0	0
Greene	10	0	0	0
Ripley	0	0	0	0
Clay	0	0	0	0
Macon	0	0	0	0
Madison	0	0	0	0
Clinton	0	0	0	0
Clark	0	0	0	0
McDonald	0	0	0	0
Warren	0	0	0	0
Saline	0	0	0	0
Cooper	0	0	0	0
Boone	15	1	0	0
Dallas	0	0	0	0
Scotland	0	0	0	0
Morgan	0	0	0	0
Lawrence	0	0	0	0
Reynolds	0	0	0	0
Vernon	0	0	0	0
Ozark	0	0	0	0
Gentry	0	0	0	0
Cedar	0	0	0	0
Pike	0	0	0	0
Lincoln	0	0	0	0
Dade	0	0	0	0
Dent	0	0	0	0
Saint Louis	22	1	0	0
Nodaway	0	0	0	0
Livingston	0	0	0	0
Franklin	0	0	0	0
Audrain	0	0	0	0
Carter	0	0	0	0
Osage	0	0	0	0
Chariton	0	0	0	0
Schuyler	0	0	0	0
Ralls	0	0	0	0
Grundy	0	0	0	0
Harrison	0	0	0	0
Miller	0	0	0	0
Cole	3	0	0	0
Mercer	0	0	0	0
Shannon	0	0	0	0
Bollinger	0	0	0	0
De Kalb	0	0	0	0
Iron	0	0	0	0
Douglas	0	0	0	0
Pulaski	1	0	0	0
Crawford	0	0	0	0
Christian	2	0	0	0
Saint Charles	3	0	0	0
Andrew	0	0	0	0
Atchison	0	0	0	0
Knox	0	0	0	0
Platte	0	0	0	0
Pemiscot	0	0	0	0
Bates	1	0	0	0
Cape Girardeau	0	0	0	0
Benton	0	0	0	0
Lafayette	0	0	0	0
Howell	0	0	0	0
Cass	6	0	0	0
Phelps	0	0	0	0
Lewis	0	0	0	0
Scott	1	0	0	0
Randolph	0	0	0	0
Monroe	0	0	0	0
