Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Turkey	61049	1296	3957	55796	0.00074161	1.574e-05	432000	199384.615385	129600	0.00524666666667	0.00242153846154	0.001574	410556	0.004868
Italy	159516	20465	35435	103616	0.00263963	0.00033865	6821666.66667	3148461.53846	2046500	0.112883333333	0.0521	0.033865	1046910	0.017315
Czech Republic	6059	143	519	5397	0.00057022	1.346e-05	47666.6666667	22000	14300	0.00448666666667	0.00207076923077	0.001346	128359	0.011986
Monaco	93	1	6	86	0.00240422	2.585e-05	333.333333333	153.846153846	100	0.00861666666667	0.00397692307692	0.002585	NA	NA
Lithuania	1062	24	101	937	0.00038071	8.6e-06	8000	3692.30769231	2400	0.00286666666667	0.00132307692308	0.00086	41503	0.015246
Luxembourg	3292	69	500	2723	0.0054169	0.00011354	23000	10615.3846154	6900	0.0378466666667	0.0174676923077	0.011354	29315	0.046831
France	137875	14986	28001	94888	0.00205823	0.00022371	4995333.33333	2305538.46154	1498600	0.07457	0.0344169230769	0.022371	333807	0.005114
Andorra	646	29	128	489	0.00838896	0.00037659	9666.66666667	4461.53846154	2900	0.12553	0.0579369230769	0.037659	1673	0.021653
Switzerland	25688	1138	13700	10850	0.00301625	0.00013362	379333.333333	175076.923077	113800	0.04454	0.0205569230769	0.013362	193800	0.022393
Georgia	272	3	68	201	7.29e-05	8e-07	1000	461.538461538	300	0.000266666666667	0.000123076923077	8e-05	3271	8.2e-4
Slovakia	769	2	107	660	0.00014118	3.7e-07	666.666666667	307.692307692	200	0.000123333333333	5.69230769231e-05	3.7e-05	28750	0.005266
Ireland	10647	365	25	10257	0.00219367	7.52e-05	121666.666667	56153.8461538	36500	0.0250666666667	0.0115692307692	0.00752	72000	0.014581
Norway	6603	134	32	6437	0.00124249	2.521e-05	44666.6666667	20615.3846154	13400	0.00840333333333	0.00387846153846	0.002521	127305	0.023483
Israel	11586	116	1855	9615	0.00130417	1.306e-05	38666.6666667	17846.1538462	11600	0.00435333333333	0.00200923076923	0.001306	117339	0.013557
Belarus	2919	29	203	2687	0.00030774	3.06e-06	9666.66666667	4461.53846154	2900	0.00102	0.000470769230769	0.000306	68000	0.007196
Iceland	1711	8	933	770	0.00483916	2.263e-05	2666.66666667	1230.76923077	800	0.00754333333333	0.00348153846154	0.002263	35253	0.103308
Montenegro	274	3	5	266	0.00044027	4.82e-06	1000	461.538461538	300	0.00160666666667	0.000741538461538	0.000482	2869	0.004568
Slovenia	1212	55	152	1005	0.00058625	2.66e-05	18333.3333333	8461.53846154	5500	0.00886666666667	0.00409230769231	0.00266	35405	0.01703
Germany	130072	3194	64300	62578	0.00156849	3.852e-05	1064666.66667	491384.615385	319400	0.01284	0.00592615384615	0.003852	1317887	0.01573
Bosnia and Herzegovina	1037	39	206	792	0.00031198	1.173e-05	13000	6000	3900	0.00391	0.00180461538462	0.001173	11612	0.003539
Armenia	1039	14	211	814	0.00035199	4.74e-06	4666.66666667	2153.84615385	1400	0.00158	0.000729230769231	0.000474	7631	0.002575
Belgium	30589	3903	6707	19979	0.00267806	0.00034171	1301000	600461.538462	390300	0.113903333333	0.0525707692308	0.034171	102151	0.008814
Spain	170099	17756	64727	87616	0.00364053	0.00038002	5918666.66667	2731692.30769	1775600	0.126673333333	0.0584646153846	0.038002	600000	0.012833
Ukraine	3102	93	97	2912	6.952e-05	2.08e-06	31000	14307.6923077	9300	0.000693333333333	0.00032	0.000208	32496	7.43e-4
San Marino	356	35	53	268	0.01053722	0.00103596	11666.6666667	5384.61538462	3500	0.34532	0.159378461538	0.103596	846	0.024933
Netherlands	26710	2833	295	23582	0.00155011	0.00016441	944333.333333	435846.153846	283300	0.0548033333333	0.0252938461538	0.016441	115992	0.006769
Denmark	6513	285	2403	3825	0.00112343	4.916e-05	95000	43846.1538462	28500	0.0163866666667	0.00756307692308	0.004916	72099	0.012448
Poland	6934	245	487	6202	0.00018258	6.45e-06	81666.6666667	37692.3076923	24500	0.00215	0.000992307692308	0.000645	143630	0.003795
Finland	3064	59	300	2705	0.00055527	1.069e-05	19666.6666667	9076.92307692	5900	0.00356333333333	0.00164461538462	0.001069	46000	0.008302
Macedonia	854	38	44	772	0.00040999	1.824e-05	12666.6666667	5846.15384615	3800	0.00608	0.00280615384615	0.001824	NA	NA
Moldova	1712	35	107	1570	0.00048281	9.87e-06	11666.6666667	5384.61538462	3500	0.00329	0.00151846153846	0.000987	6271	0.001555
Liechtenstein	79	1	55	23	0.00208388	2.638e-05	333.333333333	153.846153846	100	0.00879333333333	0.00405846153846	0.002638	900	0.023605
Latvia	655	5	16	634	0.00033999	2.6e-06	1666.66666667	769.230769231	500	0.000866666666667	0.0004	0.00026	28776	0.015256
Croatia	1650	25	400	1225	0.00040348	6.11e-06	8333.33333333	3846.15384615	2500	0.00203666666667	0.00094	0.000611	17790	0.004333
Malta	384	3	44	337	0.00079416	6.2e-06	1000	461.538461538	300	0.00206666666667	0.000953846153846	0.00062	18065	0.040913
Vatican	8	0	2	6	0.00998752	0.0	40	16	10	0.0499376	0.01997504	0.0124844	NA	NA
Sweden	10948	919	381	9648	0.00107511	9.025e-05	306333.333333	141384.615385	91900	0.0300833333333	0.0138846153846	0.009025	54700	0.005416
Russia	18328	148	1470	16710	0.00012686	1.02e-06	49333.3333333	22769.2307692	14800	0.00034	0.000156923076923	0.000102	1300000	0.008908
Bulgaria	685	32	71	582	9.752e-05	4.56e-06	10666.6666667	4923.07692308	3200	0.00152	0.000701538461538	0.000456	18502	0.002663
Romania	6633	331	914	5388	0.00034061	1.7e-05	110333.333333	50923.0769231	33100	0.00566666666667	0.00261538461538	0.0017	67204	0.003493
Albania	467	23	232	212	0.00016292	8.02e-06	7666.66666667	3538.46153846	2300	0.00267333333333	0.00123384615385	0.000802	4070	0.001414
Portugal	16934	535	277	16122	0.00164699	5.203e-05	178333.333333	82307.6923077	53500	0.0173433333333	0.00800461538462	0.005203	182707	0.017918
Estonia	1332	28	102	1202	0.00100842	2.12e-05	9333.33333333	4307.69230769	2800	0.00706666666667	0.00326153846154	0.00212	30764	0.023191
Kosovo	283	7	58	218	0.00015336	3.79e-06	2333.33333333	1076.92307692	700	0.00126333333333	0.000583076923077	0.000379	NA	NA
Azerbaijan	1148	12	289	847	0.00011547	1.21e-06	4000	1846.15384615	1200	0.000403333333333	0.000186153846154	0.000121	66677	0.006576
United Kingdom	89570	11347	304	77919	0.00134714	0.00017066	3782333.33333	1745692.30769	1134700	0.0568866666667	0.0262553846154	0.017066	367667	0.005416
Austria	14041	368	7343	6330	0.00158709	4.16e-05	122666.666667	56615.3846154	36800	0.0138666666667	0.0064	0.00416	148412	0.016479
West Bank and Gaza	308	2	58	248	N/A	N/A	666.666666667	307.692307692	200	N/A	N/A	N/A	17329	0.003397
Republic of Serbia	4054	85	0	3969	0.00058063	1.217e-05	28333.3333333	13076.9230769	8500	0.00405666666667	0.00187230769231	0.001217	20958	0.002399
Greece	2145	99	269	1777	0.00019995	9.23e-06	33000	15230.7692308	9900	0.00307666666667	0.00142	0.000923	43417	0.004165
Hungary	1458	109	120	1229	0.00014925	1.116e-05	36333.3333333	16769.2307692	10900	0.00372	0.00171692307692	0.001116	34819	0.003604
Cyprus	662	12	65	585	0.00056581	1.026e-05	4000	1846.15384615	1200	0.00342	0.00157846153846	0.001026	17923	0.014845
