Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Aruba	912.173	0.00861801	70467.025	0.66575677	5.473	5.171e-05	422.802	0.00399454
Argentina	325605.437	0.00731788	31030718.092	0.69740567	1953.633	4.391e-05	186184.309	0.00418443
Bolivia	96998.044	0.00854372	7655429.182	0.67430049	581.988	5.126e-05	45932.575	0.0040458
Uruguay	29726.098	0.00861801	2296394.158	0.66575677	178.357	5.171e-05	13778.365	0.00399454
Peru	245976.465	0.00768935	22075395.051	0.69008779	1475.859	4.614e-05	132452.37	0.00414053
Brazil	1377250.022	0.00657495	148917411.838	0.71092704	8263.5	3.945e-05	893504.471	0.00426556
Ecuador	125021.279	0.00731788	11914727.484	0.69740567	750.128	4.391e-05	71488.365	0.00418443
Chile	137057.75	0.00731788	13061822.426	0.69740567	822.346	4.391e-05	78370.935	0.00418443
Belize	3842.042	0.01002958	244615.908	0.63856546	23.052	6.018e-05	1467.695	0.00383139
Grenada	1117.837	0.01002958	71170.675	0.63856546	6.707	6.018e-05	427.024	0.00383139
Colombia	381765.929	0.00768935	34261951.422	0.69008779	2290.596	4.614e-05	205571.709	0.00414053
Barbados	2598.048	0.00906377	188362.911	0.65713876	15.588	5.438e-05	1130.177	0.00394283
Curacao	1377.58	0.00861801	106420.554	0.66575677	8.265	5.171e-05	638.523	0.00399454
Suriname	4963.897	0.00861801	383469.907	0.66575677	29.783	5.171e-05	2300.819	0.00399454
Venezuela	248803.665	0.00861801	19220527.748	0.66575677	1492.822	5.171e-05	115323.166	0.00399454
Guyana	6655.591	0.00854372	525282.777	0.67430049	39.934	5.126e-05	3151.697	0.0040458
