Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
British Columbia	1013.0	24.0	0.0	0.0	0.00020178	4.78e-06	8000.0	3692.30769231	2400.0	0.00159333333333	0.000735384615385	0.000478
Newfoundland and Labrador	152.0	1.0	0.0	0.0	0.00029019	1.91e-06	333.333333333	153.846153846	100.0	0.000636666666667	0.000293846153846	0.000191
Grand Princess	13.0	0.0	0.0	0.0	N/A	N/A	65.0	26.0	16.25	N/A	N/A	N/A
Prince Edward Island	21.0	0.0	0.0	0.0	0.0001357	0.0	105.0	42.0	26.25	0.0006785	0.0002714	0.000169625
Diamond Princess	0.0	1.0	0.0	0.0	N/A	N/A	333.333333333	153.846153846	100.0	N/A	N/A	N/A
Ontario	1966.0	33.0	0.0	0.0	0.00013609	2.28e-06	11000.0	5076.92307692	3300.0	0.00076	0.000350769230769	0.000228
Nova Scotia	147.0	0.0	0.0	0.0	0.00015133	0.0	735.0	294.0	183.75	0.00075665	0.00030266	0.0001891625
Quebec	4162.0	31.0	0.0	0.0	0.00049352	3.68e-06	10333.3333333	4769.23076923	3100.0	0.00122666666667	0.000566153846154	0.000368
Saskatchewan	184.0	2.0	0.0	0.0	0.00015748	1.71e-06	666.666666667	307.692307692	200.0	0.00057	0.000263076923077	0.000171
Alberta	690.0	8.0	0.0	0.0	0.00015878	1.84e-06	2666.66666667	1230.76923077	800.0	0.000613333333333	0.000283076923077	0.000184
Manitoba	103.0	1.0	0.0	0.0	7.571e-05	7.4e-07	333.333333333	153.846153846	100.0	0.000246666666667	0.000113846153846	7.4e-05
Northwest Territories	1.0	0.0	0.0	0.0	2.242e-05	0.0	5.0	2.0	1.25	0.0001121	4.484e-05	2.8025e-05
New Brunswick	70.0	0.0	0.0	0.0	9.066e-05	0.0	350.0	140.0	87.5	0.0004533	0.00018132	0.000113325
Yukon	5.0	0.0	0.0	0.0	0.00012386	0.0	25.0	10.0	6.25	0.0006193	0.00024772	0.000154825
