Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
East Timor	16720.801	0.01318704	723676.97	0.57073577	100.325	7.912e-05	4342.062	0.00342441
Cambodia	88732.838	0.00546055	11836727.969	0.72842308	532.397	3.276e-05	71020.368	0.00437054
Sri Lanka	118330.123	0.00546055	15784928.224	0.72842308	709.981	3.276e-05	94709.569	0.00437054
Bahrain	14225.035	0.00906377	1031339.195	0.65713876	85.35	5.438e-05	6188.035	0.00394283
Saudi Arabia	337996.384	0.01002958	21519622.084	0.63856546	2027.978	6.018e-05	129117.733	0.00383139
Japan	643917.247	0.00508908	92810634.449	0.73351217	3863.503	3.053e-05	556863.807	0.00440107
Jordan	99854.629	0.01002958	6357564.722	0.63856546	599.128	6.018e-05	38145.388	0.00383139
Oman	43773.325	0.00906377	3173640.46	0.65713876	262.64	5.438e-05	19041.843	0.00394283
Yemen	476383.199	0.01671597	13306350.966	0.46691102	2858.299	0.0001003	79838.106	0.00280147
Pakistan	1923468.318	0.00906377	139454721.226	0.65713876	11540.81	5.438e-05	836728.327	0.00394283
United Arab Emirates	56167.909	0.00583202	6962822.519	0.72296253	337.007	3.499e-05	41776.935	0.00433778
India	7888486.213	0.00583202	977891650.292	0.72296253	47330.917	3.499e-05	5867349.902	0.00433778
South Korea	262776.167	0.00508908	37875088.571	0.73351217	1576.657	3.053e-05	227250.531	0.00440107
Afghanistan	336921.974	0.00906377	24427415.565	0.65713876	2021.532	5.438e-05	146564.493	0.00394283
Mongolia	36506.359	0.01151545	1924169.479	0.6069537	219.038	6.909e-05	11545.017	0.00364172
Laos	97055.062	0.01374424	3937134.209	0.55754872	582.33	8.247e-05	23622.805	0.00334529
Singapore	28695.697	0.00508908	4136037.457	0.73351217	172.174	3.053e-05	24816.225	0.00440107
China	5432194.374	0.00390039	1045330851.353	0.75056246	32593.166	2.34e-05	6271985.108	0.00450337
Indonesia	2684552.386	0.01002958	170920623.912	0.63856546	16107.314	6.018e-05	1025523.743	0.00383139
Vietnam	486213.117	0.00508908	70080042.263	0.73351217	2917.279	3.053e-05	420480.254	0.00440107
Qatar	26452.44	0.00950953	1802735.287	0.64807499	158.715	5.706e-05	10816.412	0.00388845
Malaysia	172662.598	0.00546055	23032737.907	0.72842308	1035.976	3.276e-05	138196.427	0.00437054
Maldives	5689.437	0.01103254	318693.033	0.61798624	34.137	6.62e-05	1912.158	0.00370792
Bangladesh	1780166.996	0.01103254	99715812.052	0.61798624	10681.002	6.62e-05	598294.872	0.00370792
Brunei	4732.541	0.01103254	265092.614	0.61798624	28.395	6.62e-05	1590.556	0.00370792
Iran	698878.435	0.00854372	55157961.241	0.67430049	4193.271	5.126e-05	330947.767	0.0040458
Thailand	353327.606	0.00508908	50926667.157	0.73351217	2119.966	3.053e-05	305560.003	0.00440107
Iraq	348353.328	0.00906377	25256208.166	0.65713876	2090.12	5.438e-05	151537.249	0.00394283
Lebanon	59024.113	0.00861801	4559718.18	0.66575677	354.145	5.171e-05	27358.309	0.00399454
Uzbekistan	397858.847	0.01207265	19622905.868	0.59543825	2387.153	7.244e-05	117737.435	0.00357263
Taiwan	121018.423	0.00508908	17442919.354	0.73351217	726.111	3.053e-05	104657.516	0.00440107
Bhutan	7958.581	0.01054963	474163.693	0.62853588	47.751	6.33e-05	2844.982	0.00377122
Nepal	153375.23	0.00546055	20459853.609	0.72842308	920.251	3.276e-05	122759.122	0.00437054
Kuwait	37499.619	0.00906377	2718786.097	0.65713876	224.998	5.438e-05	16312.717	0.00394283
Kazakhstan	220645.686	0.01207265	10882526.672	0.59543825	1323.874	7.244e-05	65295.16	0.00357263
Philippines	621995.74	0.00583202	77105343.731	0.72296253	3731.974	3.499e-05	462632.062	0.00433778
Kyrgyzstan	79767.569	0.01262984	3684420.519	0.58336561	478.605	7.578e-05	22106.523	0.00350019
Syria	232364.046	0.01374424	9426076.493	0.55754872	1394.184	8.247e-05	56556.459	0.00334529
Myanmar	768107.447	0.01430144	29206865.852	0.54380448	4608.645	8.581e-05	175241.195	0.00326283
