Name	Predicted_New_Cases	Total_Predicted_New_Cases	Total_Predicted_Cases	Predicted_New_Deaths	Total_Predicted_New_Deaths	Total_Predicted_Deaths	Predicted_New_per_capita	Predicted_Total_New_per_capita	Predicted_Total_Cases_per_capita	Predicted_New_Deaths_per_capita	Total_Predicted_New_Deaths_per_capita	Total_Predicted_Deaths_per_capita
Voru	0.0	0.0	0.001	0.0	0.0	0.003	N/A	N/A	N/A	N/A	N/A	N/A
Rapla	0.012	0.012	0.037	0.013	0.013	0.038	N/A	N/A	N/A	N/A	N/A	N/A
Jogeva	0.0	0.0	3.0	0.013	0.013	0.013	N/A	N/A	N/A	N/A	N/A	N/A
NA	0.0	0.0	0.0	0.0	0.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
Saare	0.122	0.122	0.366	0.125	0.125	0.369	N/A	N/A	N/A	N/A	N/A	N/A
Laane-Viru	0.0	0.0	7.0	0.125	0.125	0.125	N/A	N/A	N/A	N/A	N/A	N/A
other	0.0	0.0	3.0	0.0	0.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
Ida-Viru	0.017	0.017	0.051	0.017	0.017	0.051	N/A	N/A	N/A	N/A	N/A	N/A
Parnu	0.0	0.0	0.012	0.001	0.001	0.013	N/A	N/A	N/A	N/A	N/A	N/A
Hiiu	0.0	0.0	7.0	0.001	0.001	0.001	N/A	N/A	N/A	N/A	N/A	N/A
Viljandi	0.0	0.0	6.0	0.001	0.001	0.001	N/A	N/A	N/A	N/A	N/A	N/A
Tartu	0.0	0.0	47.0	54.461	54.461	101.461	N/A	N/A	N/A	N/A	N/A	N/A
Jarva	0.011	0.011	0.027	0.003	0.003	0.019	N/A	N/A	N/A	N/A	N/A	N/A
Polva	0.0	0.0	4.0	0.003	0.003	0.003	N/A	N/A	N/A	N/A	N/A	N/A
Laane	0.005	0.005	0.016	0.034	0.034	0.045	N/A	N/A	N/A	N/A	N/A	N/A
Harju	0.003	0.003	0.006	0.005	0.005	0.008	N/A	N/A	N/A	N/A	N/A	N/A
Valga	0.006	0.006	0.018	0.006	0.006	0.018	N/A	N/A	N/A	N/A	N/A	N/A
