Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Howard	199.0	3.0	0.0	0.0	0.00061573	9.28e-06	1000.0	461.538461538	300.0	0.00309333333333	0.00142769230769	0.000928
Washington	34.0	0.0	0.0	0.0	0.00022528	0.0	170.0	68.0	42.5	0.0011264	0.00045056	0.0002816
Garrett	3.0	0.0	0.0	0.0	0.00010287	0.0	15.0	6.0	3.75	0.00051435	0.00020574	0.0001285875
Montgomery	693.0	13.0	0.0	0.0	0.00065839	1.235e-05	4333.33333333	2000.0	1300.0	0.00411666666667	0.0019	0.001235
Kent	5.0	0.0	0.0	0.0	0.00025796	0.0	25.0	10.0	6.25	0.0012898	0.00051592	0.00032245
Somerset	4.0	0.0	0.0	0.0	0.00015579	0.0	20.0	8.0	5.0	0.00077895	0.00031158	0.0001947375
Caroline	4.0	0.0	0.0	0.0	0.00012011	0.0	20.0	8.0	5.0	0.00060055	0.00024022	0.0001501375
Dorchester	1.0	0.0	0.0	0.0	3.125e-05	0.0	5.0	2.0	1.25	0.00015625	6.25e-05	3.90625e-05
Prince George's	785.0	16.0	0.0	0.0	0.00086329	1.76e-05	5333.33333333	2461.53846154	1600.0	0.00586666666667	0.00270769230769	0.00176
Harford	52.0	0.0	0.0	0.0	0.00020476	0.0	260.0	104.0	65.0	0.0010238	0.00040952	0.00025595
Anne Arundel	319.0	6.0	0.0	0.0	0.00055379	1.042e-05	2000.0	923.076923077	600.0	0.00347333333333	0.00160307692308	0.001042
Frederick	120.0	3.0	0.0	0.0	0.0004694	1.173e-05	1000.0	461.538461538	300.0	0.00391	0.00180461538462	0.001173
Allegany	6.0	0.0	0.0	0.0	8.454e-05	0.0	30.0	12.0	7.5	0.0004227	0.00016908	0.000105675
Wicomico	11.0	1.0	0.0	0.0	0.00010659	9.69e-06	333.333333333	153.846153846	100.0	0.00323	0.00149076923077	0.000969
Saint Mary's	40.0	0.0	0.0	0.0	0.00035504	0.0	200.0	80.0	50.0	0.0017752	0.00071008	0.0004438
Baltimore	590.0	6.0	0.0	0.0	0.00071219	7.24e-06	2000.0	923.076923077	600.0	0.00241333333333	0.00111384615385	0.000724
Queen Anne's	13.0	0.0	0.0	0.0	0.0002587	0.0	65.0	26.0	16.25	0.0012935	0.0005174	0.000323375
Charles	111.0	2.0	0.0	0.0	0.00068729	1.238e-05	666.666666667	307.692307692	200.0	0.00412666666667	0.00190461538462	0.001238
Carroll	142.0	8.0	0.0	0.0	0.00084309	4.75e-05	2666.66666667	1230.76923077	800.0	0.0158333333333	0.00730769230769	0.00475
Worcester	9.0	0.0	0.0	0.0	0.00017367	0.0	45.0	18.0	11.25	0.00086835	0.00034734	0.0002170875
Baltimore City	394.0	7.0	0.0	0.0	N/A	N/A	2333.33333333	1076.92307692	700.0	N/A	N/A	N/A
Talbot	7.0	0.0	0.0	0.0	0.00018935	0.0	35.0	14.0	8.75	0.00094675	0.0003787	0.0002366875
Unassigned	0.0	0.0	0.0	0.0	N/A	N/A	0.0	0.0	0.0	N/A	N/A	N/A
Calvert	39.0	1.0	0.0	0.0	0.0004239	1.087e-05	333.333333333	153.846153846	100.0	0.00362333333333	0.00167230769231	0.001087
Cecil	36.0	1.0	0.0	0.0	0.00035011	9.73e-06	333.333333333	153.846153846	100.0	0.00324333333333	0.00149692307692	0.000973
