Name	Confirmed	Deaths	Recovered	Active
Saint Martin	0	0	0	0
Orleans	451	15	0	0
Red River	0	0	0	0
Jackson	0	0	0	0
Richland	0	0	0	0
Saint Helena	0	0	0	0
Grant	0	0	0	0
Caldwell	0	0	0	0
Acadia	0	0	0	0
Plaquemines	4	0	0	0
Lincoln	0	0	0	0
Winn	0	0	0	0
Jefferson	166	3	0	0
Evangeline	2	0	0	0
Jefferson Davis	0	0	0	0
Union	0	0	0	0
Webster	1	0	0	0
Desoto	2	0	0	0
Concordia	0	0	0	0
La Salle	0	0	0	0
West Carroll	0	0	0	0
Sabine	0	0	0	0
Terrebonne	11	0	0	0
Ouachita	2	0	0	0
Saint Charles	7	0	0	0
East Feliciana	0	0	0	0
Tensas	0	0	0	0
West Feliciana	0	0	0	0
Saint Tammany	22	0	0	0
Vernon	0	0	0	0
Bienville	1	0	0	0
Madison	0	0	0	0
Caddo	15	0	0	0
Saint John the Baptist	9	0	0	0
Claiborne	1	0	0	0
Catahoula	1	1	0	0
Morehouse	0	0	0	0
Tangipahoa	3	0	0	0
Natchitoches	0	0	0	0
Iberia	2	0	0	0
East Carroll	0	0	0	0
Assumption	1	0	0	0
Lafourche	11	0	0	0
Cameron	0	0	0	0
Calcasieu	4	0	0	0
Rapides	2	0	0	0
Livingston	2	0	0	0
Lafayette	6	0	0	0
Iberville	2	0	0	0
Avoyelles	1	0	0	0
Saint Bernard	12	0	0	0
Saint Landry	3	0	0	0
Beauregard	1	0	0	0
Bossier	5	0	0	0
West Baton Rouge	3	0	0	0
East Baton Rouge	18	0	0	0
Washington	2	0	0	0
Vermilion	0	0	0	0
Saint Mary	1	0	0	0
Unassigned	50	0	0	0
Saint James	1	1	0	0
Pointe Coupee	0	0	0	0
Ascension	12	0	0	0
Allen	0	0	0	0
Franklin	0	0	0	0
