Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Guernsey	4.982	7.429e-05	14.466	0.00021574	0.03	4.5e-07	0.087	1.29e-06
Vatican	0.074	9.287e-05	0.247	0.00030861	0.0	5.6e-07	0.001	1.85e-06
Lithuania	518.108	0.00018573	2487.74	0.00089181	3.109	1.11e-06	14.926	5.35e-06
Slovenia	268.785	0.00013001	1137.186	0.00055006	1.613	7.8e-07	6.823	3.3e-06
Bosnia and Herzegovina	432.154	0.00013001	1828.373	0.00055006	2.593	7.8e-07	10.97	3.3e-06
Spain	74956.006	0.00160424	364021.299	0.00779093	449.736	9.63e-06	2184.128	4.675e-05
Monaco	7.185	0.00018573	34.497	0.00089181	0.043	1.11e-06	0.207	5.35e-06
Jersey	7.25	7.429e-05	21.054	0.00021574	0.044	4.5e-07	0.126	1.29e-06
Albania	319.428	0.00011144	1204.023	0.00042005	1.917	6.7e-07	7.224	2.52e-06
Azerbaijan	1551.16	0.00015602	7020.077	0.00070608	9.307	9.4e-07	42.12	4.24e-06
Republic of Serbia	907.762	0.00013001	3840.591	0.00055006	5.447	7.8e-07	23.044	3.3e-06
Belarus	1761.749	0.00018573	8459.185	0.00089181	10.57	1.11e-06	50.755	5.35e-06
Turkey	7644.745	9.287e-05	25404.752	0.00030861	45.868	5.6e-07	152.429	1.85e-06
Czech Republic	1657.775	0.00015602	7502.584	0.00070608	9.947	9.4e-07	45.016	4.24e-06
San Marino	6.275	0.00018573	30.13	0.00089181	0.038	1.11e-06	0.181	5.35e-06
France	195517.826	0.00291873	1005063.599	0.01500381	1173.107	1.751e-05	6030.382	9.002e-05
Slovakia	708.183	0.00013001	2996.203	0.00055006	4.249	7.8e-07	17.977	3.3e-06
Norway	1184.457	0.00022288	5923.848	0.00111469	7.107	1.34e-06	35.543	6.69e-06
Montenegro	34.677	5.572e-05	88.031	0.00014145	0.208	3.3e-07	0.528	8.5e-07
Armenia	460.523	0.00015602	2084.188	0.00070608	2.763	9.4e-07	12.505	4.24e-06
Ukraine	6961.814	0.00015602	31507.038	0.00070608	41.771	9.4e-07	189.042	4.24e-06
Finland	10654.694	0.00193088	53645.416	0.00972181	63.928	1.159e-05	321.872	5.833e-05
Sweden	16336.235	0.00160424	79336.369	0.00779093	98.017	9.63e-06	476.018	4.675e-05
Russia	231777.155	0.00160424	1125617.884	0.00779093	1390.663	9.63e-06	6753.707	4.675e-05
Bulgaria	782.777	0.00011144	2950.526	0.00042005	4.697	6.7e-07	17.703	2.52e-06
Romania	4340.343	0.00022288	21707.44	0.00111469	26.042	1.34e-06	130.245	6.69e-06
Portugal	1604.117	0.00015602	7259.74	0.00070608	9.625	9.4e-07	43.558	4.24e-06
Cyprus	130.385	0.00011144	491.459	0.00042005	0.782	6.7e-07	2.949	2.52e-06
Liechtenstein	4.929	0.00013001	20.853	0.00055006	0.03	7.8e-07	0.125	3.3e-06
Hungary	1270.07	0.00013001	5373.454	0.00055006	7.62	7.8e-07	32.241	3.3e-06
Luxembourg	112.875	0.00018573	541.979	0.00089181	0.677	1.11e-06	3.252	5.35e-06
Andorra	12.014	0.00015602	54.372	0.00070608	0.072	9.4e-07	0.326	4.24e-06
Belgium	15079.302	0.00132019	70664.78	0.00618669	90.476	7.92e-06	423.989	3.712e-05
Georgia	831.564	0.00022288	4158.916	0.00111469	4.989	1.34e-06	24.953	6.69e-06
Denmark	1076.777	0.00018573	5170.234	0.00089181	6.461	1.11e-06	31.021	5.35e-06
Poland	4937.709	0.00013001	20890.619	0.00055006	29.626	7.8e-07	125.344	3.3e-06
Moldova	395.152	0.00011144	1489.45	0.00042005	2.371	6.7e-07	8.937	2.52e-06
Croatia	911.444	0.00022288	4558.421	0.00111469	5.469	1.34e-06	27.351	6.69e-06
Switzerland	1898.164	0.00022288	9493.322	0.00111469	11.389	1.34e-06	56.96	6.69e-06
Estonia	245.332	0.00018573	1177.981	0.00089181	1.472	1.11e-06	7.068	5.35e-06
Kosovo	137.093	7.429e-05	398.113	0.00021574	0.823	4.5e-07	2.389	1.29e-06
Italy	96946.151	0.00160424	470815.69	0.00779093	581.677	9.63e-06	2824.894	4.675e-05
Malta	53.884	0.00011144	203.107	0.00042005	0.323	6.7e-07	1.219	2.52e-06
Netherlands	3200.368	0.00018573	15366.834	0.00089181	19.202	1.11e-06	92.201	5.35e-06
Israel	2376.021	0.00026746	12278.722	0.00138215	14.256	1.6e-06	73.672	8.29e-06
Ireland	901.456	0.00018573	4328.417	0.00089181	5.409	1.11e-06	25.971	5.35e-06
Austria	1971.824	0.00022288	9861.721	0.00111469	11.831	1.34e-06	59.17	6.69e-06
Germany	160123.889	0.00193088	806209.243	0.00972181	960.743	1.159e-05	4837.255	5.833e-05
Greece	2390.978	0.00022288	11958.045	0.00111469	14.346	1.34e-06	71.748	6.69e-06
Macedonia	464.249	0.00022288	2321.857	0.00111469	2.785	1.34e-06	13.931	6.69e-06
Latvia	300.571	0.00015602	1360.292	0.00070608	1.803	9.4e-07	8.162	4.24e-06
United Kingdom	6174.6	9.287e-05	20519.217	0.00030861	37.048	5.6e-07	123.115	1.85e-06
Iceland	65.67	0.00018573	315.322	0.00089181	0.394	1.11e-06	1.892	5.35e-06
